pclass;survived;sex;age;sibsp;parch;ticket;fare;cabin;embarked
2;0;male;19;0;0;28004;10,5000;;S
2;1;female;21;0;0;C.A. 31026;10,5000;;S
2;0;male;26;0;0;248659;13,0000;;S
2;0;male;25;0;0;244361;13,0000;;S
2;0;male;27;0;0;244358;26,0000;;S
2;1;female;25;0;1;230433;26,0000;;S
2;1;female;18;0;2;250652;13,0000;;S
2;1;female;20;0;0;C.A. 33112;36,7500;;S
2;1;female;30;0;0;250648;13,0000;;S
2;0;male;59;0;0;237442;13,5000;;S
2;1;female;30;0;0;234818;12,3500;;Q
2;0;male;35;0;0;28206;10,5000;;S
2;1;female;40;0;0;31418;13,0000;;S
2;0;male;25;0;0;C.A. 29178;13,0000;;S
2;0;male;41;0;0;237734;15,0458;;C
2;0;male;25;0;0;F.C.C. 13540;10,5000;;S
2;0;male;18,5;0;0;248734;13,0000;F;S
2;0;male;14;0;0;220845;65,0000;;S
2;1;female;50;0;0;F.C.C. 13531;10,5000;;S
2;0;male;23;0;0;233639;13,0000;;S
2;1;female;28;0;0;240929;12,6500;;S
2;1;female;27;0;0;34218;10,5000;E101;S
2;0;male;29;1;0;11668;21,0000;;S
2;0;female;27;1;0;11668;21,0000;;S
2;0;male;40;0;0;28221;13,0000;;S
2;1;female;31;0;0;F.C.C. 13528;21,0000;;S
2;0;male;30;1;0;CA 31352;21,0000;;S
2;0;male;23;1;0;28666;10,5000;;S
2;1;female;31;0;0;CA 31352;21,0000;;S
2;0;male;;0;0;239856;0,0000;;S
2;1;female;12;0;0;C.A. 33595;15,7500;;S
2;1;female;40;0;0;C.A. 33595;15,7500;;S
2;1;female;32,5;0;0;27267;13,0000;E101;S
2;0;male;27;1;0;228414;26,0000;;S
2;1;female;29;1;0;228414;26,0000;;S
2;1;male;2;1;1;29103;23,0000;;S
2;1;female;4;1;1;29103;23,0000;;S
2;1;female;29;0;2;29103;23,0000;;S
2;1;female;0,9167;1;2;C.A. 34651;27,7500;;S
2;1;female;5;1;2;C.A. 34651;27,7500;;S
2;0;male;36;1;2;C.A. 34651;27,7500;;S
2;1;female;33;1;2;C.A. 34651;27,7500;;S
2;0;male;66;0;0;C.A. 24579;10,5000;;S
2;0;male;;0;0;SC/PARIS 2159;12,8750;;S
2;1;male;31;0;0;244270;13,0000;;S
2;1;male;;0;0;244373;13,0000;;S
2;1;female;26;0;0;220844;13,5000;;S
2;0;female;24;0;0;248747;13,0000;;S
3;0;male;42;0;0;C.A. 5547;7,5500;;S
3;0;male;13;0;2;C.A. 2673;20,2500;;S
3;0;male;16;1;1;C.A. 2673;20,2500;;S
3;1;female;35;1;1;C.A. 2673;20,2500;;S
3;1;female;16;0;0;348125;7,6500;;S
3;1;male;25;0;0;348122;7,6500;F G63;S
3;1;male;20;0;0;SOTON/O2 3101284;7,9250;;S
3;1;female;18;0;0;2657;7,2292;;C
3;0;male;30;0;0;C 7076;7,2500;;S
3;0;male;26;0;0;341826;8,0500;;S
3;0;female;40;1;0;7546;9,4750;;S
3;1;male;0,8333;0;1;392091;9,3500;;S
3;1;female;18;0;1;392091;9,3500;;S
3;1;male;26;0;0;2699;18,7875;;C
3;0;male;26;0;0;3474;7,8875;;S
3;0;male;20;0;0;SOTON/O2 3101287;7,9250;;S
3;0;male;24;0;0;SOTON/O.Q. 3101311;7,0500;;S
3;0;male;25;0;0;SOTON/O.Q. 3101312;7,0500;;S
3;0;male;35;0;0;373450;8,0500;;S
3;0;male;18;0;0;2223;8,3000;;S
3;0;male;32;0;0;C 4001;22,5250;;S
3;1;female;19;1;0;350046;7,8542;;S
3;0;male;4;4;2;347082;31,2750;;S
3;0;female;6;4;2;347082;31,2750;;S
3;0;female;2;4;2;347082;31,2750;;S
3;1;female;17;4;2;3101281;7,9250;;S
3;0;female;38;4;2;347091;7,7750;;S
3;0;female;9;4;2;347082;31,2750;;S
3;0;female;11;4;2;347082;31,2750;;S
3;0;male;39;1;5;347082;31,2750;;S
3;1;male;27;0;0;350043;7,7958;;S
3;0;male;26;0;0;347075;7,7750;;S
3;0;female;39;1;5;347082;31,2750;;S
3;0;male;20;0;0;347466;7,8542;;S
3;0;male;26;0;0;349202;7,8958;;S
3;0;male;25;1;0;349237;17,8000;;S
3;0;female;18;1;0;349237;17,8000;;S
3;0;male;24;0;0;349911;7,7750;;S
3;0;male;35;0;0;SOTON/O.Q. 3101310;7,0500;;S
3;0;male;5;4;2;347077;31,3875;;S
3;0;male;9;4;2;347077;31,3875;;S
3;1;male;3;4;2;347077;31,3875;;S
3;0;male;13;4;2;347077;31,3875;;S
3;1;female;5;4;2;347077;31,3875;;S
3;0;male;40;1;5;347077;31,3875;;S
3;1;male;23;0;0;350054;7,7958;;S
3;1;female;38;1;5;347077;31,3875;;S
3;1;female;45;0;0;2696;7,2250;;C
3;0;male;21;0;0;2692;7,2250;;C
3;0;male;23;0;0;SOTON/O.Q. 3101309;7,0500;;S
3;0;female;17;0;0;2627;14,4583;;C
3;0;male;30;0;0;2694;7,2250;;C
3;0;male;23;0;0;347468;7,8542;;S
3;1;female;13;0;0;2687;7,2292;;C
3;0;male;20;0;0;2679;7,2250;;C
3;0;male;32;1;0;3101278;15,8500;;S
3;1;female;33;3;0;3101278;15,8500;;S
3;1;female;0,75;2;1;2666;19,2583;;C
3;1;female;0,75;2;1;2666;19,2583;;C
3;1;female;5;2;1;2666;19,2583;;C
3;1;female;24;0;3;2666;19,2583;;C
3;1;female;18;0;0;A/4 31416;8,0500;;S
3;0;male;40;0;0;2623;7,2250;;C
3;0;male;26;0;0;349248;7,8958;;S
3;1;male;20;0;0;2663;7,2292;;C
3;0;female;18;0;1;2691;14,4542;;C
3;0;female;45;0;1;2691;14,4542;;C
3;0;female;27;0;0;330844;7,8792;;Q
3;0;male;22;0;0;324669;8,0500;;S
3;0;male;19;0;0;323951;8,0500;;S
3;0;male;26;0;0;347068;7,7750;;S
3;0;male;22;0;0;PP 4348;9,3500;;S
3;0;male;;0;0;2622;7,2292;;C
3;0;male;20;0;0;2648;4,0125;;C
3;1;male;32;0;0;1601;56,4958;;S
3;0;male;21;0;0;312992;7,7750;;S
3;0;male;18;0;0;347090;7,7500;;S
3;0;male;26;0;0;349224;7,8958;;S
3;0;male;6;1;1;2678;15,2458;;C
3;0;female;9;1;1;2678;15,2458;;C
3;0;male;;0;0;2664;7,2250;;C
3;0;female;;0;2;2678;15,2458;;C
3;0;female;;0;2;364848;7,7500;;Q
3;0;male;40;1;1;364849;15,5000;;Q
3;0;female;32;1;1;364849;15,5000;;Q
3;0;male;21;0;0;54636;16,1000;;S
3;1;female;22;0;0;334914;7,7250;;Q
3;0;female;20;0;0;347471;7,8542;;S
3;0;male;29;1;0;3460;7,0458;;S
3;0;male;22;1;0;A/5 21171;7,2500;;S
3;0;male;22;0;0;350045;7,7958;;S
3;0;male;35;0;0;364512;8,0500;;S
3;0;female;18,5;0;0;329944;7,2833;;Q
3;1;male;21;0;0;330920;7,8208;;Q
3;0;male;19;0;0;365222;6,7500;;Q
3;0;female;18;0;0;330963;7,8792;;Q
3;0;female;21;0;0;315087;8,6625;;S
3;0;female;30;0;0;315084;8,6625;;S
3;0;male;18;0;0;315091;8,6625;;S
3;0;male;38;0;0;315089;8,6625;;S
3;0;male;17;0;0;315093;8,6625;;S
3;0;male;17;0;0;315086;8,6625;;S
3;0;female;21;0;0;364846;7,7500;;Q
3;0;male;21;0;0;364858;7,7500;;Q
3;0;male;21;0;0;A./5. 2152;8,0500;;S
3;0;male;;1;0;2689;14,4583;;C
3;0;female;;1;0;2689;14,4583;;C
3;0;male;28;0;0;350042;7,7958;;S
3;0;male;24;0;0;350409;7,8542;;S
3;1;female;16;0;0;367231;7,7500;;Q
3;0;female;37;0;0;368364;7,7500;;Q
3;0;male;28;0;0;392095;7,2500;;S
3;0;male;24;0;0;343275;8,0500;;S
3;0;male;21;0;0;A/5. 13032;7,7333;;Q
3;1;male;32;0;0;1601;56,4958;;S
3;0;male;29;0;0;343276;8,0500;;S
3;0;male;26;1;0;2680;14,4542;;C
3;0;male;18;1;0;2680;14,4542;;C
3;0;male;20;0;0;SOTON/O.Q. 3101307;7,0500;;S
3;1;male;18;0;0;A/5 3540;8,0500;;S
3;0;male;24;0;0;371109;7,2500;;Q
3;0;male;36;0;0;349210;7,4958;;S
3;0;male;24;0;0;349209;7,4958;;S
3;0;male;31;0;0;21332;7,7333;;Q
3;0;male;31;0;0;335097;7,7500;;Q
3;1;female;22;0;0;370373;7,7500;;Q
3;0;female;30;0;0;330972;7,6292;;Q
3;0;male;70,5;0;0;370369;7,7500;;Q
3;0;male;43;0;0;A/5 3536;8,0500;;S
3;0;male;35;0;0;349230;7,8958;;S
3;0;male;27;0;0;349229;7,8958;;S
3;0;male;19;0;0;349231;7,8958;;S
3;0;male;30;0;0;SOTON/OQ 392090;8,0500;;S
3;1;male;9;1;1;C.A. 37671;15,9000;;S
3;1;male;3;1;1;C.A. 37671;15,9000;;S
3;1;female;36;0;2;C.A. 37671;15,9000;;S
3;0;male;59;0;0;364500;7,2500;;S
3;0;male;19;0;0;S.P. 3464;8,1583;;S
3;1;female;17;0;1;371362;16,1000;;S
3;0;male;44;0;1;371362;16,1000;;S
3;0;male;17;0;0;315090;8,6625;;S
3;0;male;22,5;0;0;2698;7,2250;;C
3;1;male;45;0;0;7598;8,0500;;S
3;0;female;22;0;0;7552;10,5167;;S
3;0;male;19;0;0;349228;10,1708;;S
3;1;female;30;0;0;382650;6,9500;;Q
3;1;male;29;0;0;382651;7,7500;;Q
3;0;male;0,3333;0;2;347080;14,4000;;S
3;0;male;34;1;1;347080;14,4000;;S
3;0;female;28;1;1;347080;14,4000;;S
3;0;male;27;0;0;349219;7,8958;;S
3;0;male;25;0;0;349203;7,8958;;S
3;0;male;24;2;0;A/4 48871;24,1500;;S
3;0;male;22;0;0;SC/A4 23568;8,0500;;S
3;0;male;21;2;0;A/4 48871;24,1500;;S
3;0;male;17;2;0;A/4 48873;8,0500;;S
3;0;male;;1;0;386525;16,1000;;S
3;1;female;;1;0;386525;16,1000;;S
3;1;male;36,5;1;0;345572;17,4000;;S
3;1;female;36;1;0;345572;17,4000;;S
3;1;male;30;0;0;345774;9,5000;;S
3;0;male;16;0;0;345778;9,5000;;S
3;1;male;1;1;2;C.A. 2315;20,5750;;S
3;1;female;0,1667;1;2;C.A. 2315;20,5750;;S
3;0;male;26;1;2;C.A. 2315;20,5750;;S
3;1;female;33;1;2;C.A. 2315;20,5750;;S
3;0;male;25;0;0;349250;7,8958;;S
3;0;male;;0;0;349238;7,8958;;S
3;0;male;;0;0;349225;7,8958;;S
3;0;male;22;0;0;A/5 21172;7,2500;;S
3;0;male;36;0;0;A/5 21175;7,2500;;S
3;1;female;19;0;0;330958;7,8792;;Q
3;0;male;17;0;0;349232;7,8958;;S
3;0;male;42;0;0;315088;8,6625;;S
3;0;male;43;0;0;349226;7,8958;;S
3;0;male;;0;0;2686;7,2292;;C
3;0;male;32;0;0;370376;7,7500;;Q
3;1;male;19;0;0;A/5. 10482;8,0500;;S
3;1;female;30;0;0;364516;12,4750;;S
3;0;female;24;0;0;368702;7,7500;;Q
3;1;female;23;0;0;SOTON/OQ 392083;8,0500;;S
3;0;male;33;0;0;349241;7,8958;;C
3;0;male;65;0;0;336439;7,7500;;Q
3;1;male;24;0;0;S.O./P.P. 752;7,5500;;S
3;0;male;23;1;0;347072;13,9000;;S
3;1;female;22;1;0;347072;13,9000;;S
3;0;male;18;0;0;349912;7,7750;;S
3;0;male;16;0;0;347074;7,7750;;S
3;0;male;45;0;0;347061;6,9750;;S
3;0;male;;0;0;2674;7,2250;;C
3;0;male;39;0;2;2675;7,2292;;C
3;0;male;17;1;1;2690;7,2292;;C
3;0;male;15;1;1;2695;7,2292;;C
3;0;male;47;0;0;A/5 3902;7,2500;;S
3;1;female;5;0;0;364516;12,4750;;S
3;0;male;;0;0;2631;7,2250;;C
3;0;male;40,5;0;0;C.A. 6212;15,1000;;S
3;0;male;40,5;0;0;367232;7,7500;;Q
3;1;male;;0;0;SOTON/O.Q. 3101308;7,0500;;S
3;0;male;18;0;0;350036;7,7958;;S
3;0;female;;0;0;364859;7,7500;;Q
3;0;male;;0;0;364851;7,7500;;Q
3;0;male;;0;0;368323;6,9500;;Q
3;0;male;26;0;0;330910;7,8792;;Q
3;0;male;;0;0;365235;7,7500;;Q
3;1;male;;0;0;1601;56,4958;;S
3;0;female;21;2;2;W./C. 6608;34,3750;;S
3;0;female;9;2;2;W./C. 6608;34,3750;;S
3;0;male;;0;0;A/5 1478;8,0500;;S
3;0;male;18;2;2;W./C. 6608;34,3750;;S
3;0;male;16;1;3;W./C. 6608;34,3750;;S
3;0;female;48;1;3;W./C. 6608;34,3750;;S
3;0;male;;0;0;368573;7,7500;;Q
3;0;male;;0;0;SOTON/O.Q. 3101314;7,2500;;S
3;0;male;25;0;0;36864;7,7417;;Q
3;0;male;;0;0;358585;14,5000;;S
3;0;male;;0;0;349254;7,8958;;C
3;0;male;22;0;0;14973;8,0500;;S
3;1;female;16;0;0;35851;7,7333;;Q
3;1;female;;0;0;335677;7,7500;;Q
3;1;male;9;0;2;363291;20,5250;;S
3;0;male;33;1;1;363291;20,5250;;S
3;0;male;41;0;0;SOTON/O.Q. 3101263;7,8500;;S
3;1;female;31;1;1;363291;20,5250;;S
3;0;male;38;0;0;SOTON/O.Q. 3101306;7,0500;;S
3;0;male;9;5;2;CA 2144;46,9000;;S
3;0;male;1;5;2;CA 2144;46,9000;;S
3;0;male;11;5;2;CA 2144;46,9000;;S
3;0;female;10;5;2;CA 2144;46,9000;;S
3;0;female;16;5;2;CA 2144;46,9000;;S
3;0;male;14;5;2;CA 2144;46,9000;;S
3;0;male;40;1;6;CA 2144;46,9000;;S
3;0;female;43;1;6;CA 2144;46,9000;;S
3;0;male;51;0;0;21440;8,0500;;S
3;0;male;32;0;0;8471;8,3625;;S
3;0;male;;0;0;376563;8,0500;;S
3;0;male;20;0;0;7534;9,8458;;S
3;0;male;37;2;0;3101276;7,9250;;S
3;0;male;28;2;0;3101277;7,9250;;S
3;0;male;19;0;0;347069;7,7750;;S
3;0;female;24;0;0;349236;8,8500;;S
3;0;female;17;0;0;AQ/3. 30631;7,7333;;Q
3;0;male;;1;0;65303;19,9667;;S
3;0;male;;1;0;65304;19,9667;;S
3;0;male;28;1;0;STON/O2. 3101279;15,8500;;S
3;1;female;24;1;0;STON/O2. 3101279;15,8500;;S
3;0;male;20;0;0;345769;9,5000;;S
3;0;male;23,5;0;0;2693;7,2292;;C
3;0;male;41;2;0;350026;14,1083;;S
3;0;male;26;1;0;350025;7,8542;;S
3;0;male;21;0;0;350029;7,8542;;S
3;1;female;45;1;0;350026;14,1083;;S
3;0;female;;0;0;W./C. 6609;7,5500;;S
3;0;male;25;0;0;374887;7,2500;;S
3;0;male;;0;0;394140;6,8583;;Q
3;0;male;11;0;0;2699;18,7875;;C
3;1;female;;0;0;370375;7,7500;;Q
3;1;male;27;0;0;347089;6,9750;;S
3;1;male;;0;0;1601;56,4958;;S
3;0;female;18;0;0;365226;6,7500;;Q
3;1;female;26;0;0;STON/O2. 3101282;7,9250;;S
3;0;female;23;0;0;STON/O2. 3101290;7,9250;;S
3;1;female;22;0;0;7548;8,9625;;S
3;0;male;28;0;0;349243;7,8958;;S
3;0;female;28;0;0;347086;7,7750;;S
3;0;female;;0;0;382649;7,7500;;Q
3;1;female;2;0;1;3101298;12,2875;;S
3;1;female;22;1;1;3101298;12,2875;;S
3;0;male;43;0;0;C 7075;6,4500;;S
3;0;male;28;0;0;C 4001;22,5250;;S
3;1;female;27;0;0;STON/O2. 3101283;7,9250;;S
3;0;male;;0;0;370377;7,7500;;Q
3;1;female;;0;0;A. 2. 39186;8,0500;;S
3;0;male;42;0;0;348121;7,6500;F G63;S
3;1;male;;0;0;3470;7,8875;;S
3;0;male;30;0;0;2685;7,2292;;C
3;0;male;;0;0;349220;7,8958;;S
3;0;female;27;1;0;STON/O2. 3101270;7,9250;;S
3;0;female;25;1;0;STON/O2. 3101271;7,9250;;S
3;0;male;;0;0;349201;7,8958;;S
3;1;male;29;0;0;349240;7,8958;;C
3;1;male;21;0;0;350034;7,7958;;S
3;0;male;;0;0;SOTON/O.Q. 3101305;7,0500;;S
3;0;male;20;0;0;350050;7,8542;;S
3;0;male;48;0;0;350047;7,8542;;S
3;0;male;17;1;0;350048;7,0542;;S
3;1;female;;0;0;14313;7,7500;;Q
3;1;male;;0;0;65306;8,1125;;S
3;0;male;34;0;0;3101264;6,4958;;S
3;1;male;26;0;0;347070;7,7750;;S
3;0;male;22;0;0;350052;7,7958;;S
3;0;male;33;0;0;7540;8,6542;;S
3;0;male;31;0;0;347063;7,7750;;S
3;0;male;29;0;0;347467;7,8542;;S
3;1;male;4;1;1;347742;11,1333;;S
3;1;female;1;1;1;347742;11,1333;;S
3;0;male;49;0;0;LINE;0,0000;;S
3;0;male;33;0;0;347062;7,7750;;S
3;0;male;19;0;0;LINE;0,0000;;S
3;1;female;27;0;2;347742;11,1333;;S
3;0;male;;1;2;W./C. 6607;23,4500;;S
3;0;female;;1;2;W./C. 6607;23,4500;;S
3;0;male;;1;2;W./C. 6607;23,4500;;S
3;0;female;;1;2;W./C. 6607;23,4500;;S
3;0;male;23;0;0;349204;7,8958;;S
3;1;male;32;0;0;350417;7,8542;;S
3;0;male;27;0;0;350408;7,8542;;S
3;0;female;20;1;0;4136;9,8250;;S
3;0;female;21;1;0;4137;9,8250;;S
3;1;male;32;0;0;STON/O 2. 3101286;7,9250;;S
3;0;male;17;0;0;STON/O 2. 3101274;7,1250;;S
3;0;male;21;0;0;8475;8,4333;;S
3;0;male;30;0;0;349246;7,8958;;S
3;1;male;21;0;0;350053;7,7958;;S
3;0;male;33;0;0;347465;7,8542;;S
3;0;male;22;0;0;350060;7,5208;;S
3;1;female;4;0;1;349256;13,4167;;C
3;1;male;39;0;1;349256;13,4167;;C
3;0;male;;0;0;2700;7,2292;;C
3;0;male;18,5;0;0;2682;7,2292;;C
3;0;male;;0;0;12460;7,7500;;Q
3;0;male;;0;0;323592;7,2500;;S
3;1;female;;0;0;9234;7,7500;;Q
3;1;female;;0;0;14312;7,7500;;Q
3;0;male;34,5;0;0;330911;7,8292;;Q
3;0;male;44;0;0;363592;8,0500;;S
3;1;male;;0;0;368783;7,7500;;Q
3;0;male;;1;0;2660;14,4542;;C
3;0;female;;1;0;2660;14,4542;;C
3;0;male;;1;0;367227;7,7500;;Q
3;0;male;;1;0;367229;7,7500;;Q
3;0;male;;0;0;36865;7,7375;;Q
3;0;female;22;2;0;315152;8,6625;;S
3;0;male;26;2;0;315151;8,6625;;S
3;1;female;4;0;2;315153;22,0250;;S
3;1;male;29;3;1;315153;22,0250;;S
3;1;female;26;1;1;315153;22,0250;;S
3;0;female;1;1;1;350405;12,1833;;S
3;0;male;18;1;1;350404;7,8542;;S
3;0;female;36;0;2;350405;12,1833;;S
3;0;male;;0;0;349253;7,8958;;C
3;1;male;25;0;0;2654;7,2292;F E57;C
3;0;male;;0;0;2624;7,2250;;C
3;0;female;37;0;0;4135;9,5875;;S
3;0;male;;0;0;349217;7,8958;;S
3;1;male;;0;0;1601;56,4958;;S
3;0;male;;0;0;1601;56,4958;;S
3;1;female;22;0;0;C 7077;7,2500;;S
3;0;male;;0;0;7935;7,7500;;Q
3;1;male;26;0;0;1601;56,4958;;S
3;0;male;29;0;0;7545;9,4833;;S
3;0;male;29;0;0;347067;7,7750;;S
3;0;male;22;0;0;347065;7,7750;;S
3;1;male;22;0;0;2620;7,2250;;C
3;0;male;;3;1;4133;25,4667;;S
3;0;female;;3;1;4133;25,4667;;S
3;0;female;;3;1;4133;25,4667;;S
3;0;female;;3;1;4133;25,4667;;S
3;0;female;;0;4;4133;25,4667;;S
3;0;male;32;0;0;STON/O 2. 3101292;7,9250;;S
3;0;male;34,5;0;0;2683;6,4375;;C
3;0;female;;1;0;370371;15,5000;;Q
3;0;male;;1;0;370371;15,5000;;Q
3;0;male;36;0;0;LINE;0,0000;;S
3;0;male;39;0;0;A/4 48871;24,1500;;S
3;0;male;24;0;0;345781;9,5000;;S
3;0;female;25;0;0;347071;7,7750;;S
3;0;female;45;0;0;347073;7,7500;;S
3;0;male;36;1;0;349910;15,5500;;S
3;0;female;30;1;0;349910;15,5500;;S
3;1;male;20;1;0;STON/O 2. 3101285;7,9250;;S
3;0;male;;0;0;330971;7,8792;;Q
3;0;male;28;0;0;1601;56,4958;;S
3;0;male;;0;0;S.O./P.P. 251;7,5500;;S
3;0;male;30;1;0;A/5. 3336;16,1000;;S
3;0;female;26;1;0;A/5. 3336;16,1000;;S
3;0;male;;0;0;1222;7,8792;;S
3;0;male;20,5;0;0;A/5 21173;7,2500;;S
3;1;male;27;0;0;315098;8,6625;;S
3;0;male;51;0;0;347743;7,0542;;S
3;1;female;23;0;0;347469;7,8542;;S
3;1;male;32;0;0;350403;7,5792;;S
3;0;male;;0;0;349235;7,8958;;S
3;0;male;;0;0;C.A. 42795;7,5500;;S
3;1;female;;0;0;370370;7,7500;;Q
3;1;male;24;0;0;C 17369;7,1417;;S
3;0;male;22;0;0;STON/O 2. 3101275;7,1250;;S
3;0;female;;0;0;330924;7,8792;;Q
3;0;male;;0;0;AQ/4 3130;7,7500;;Q
3;0;male;;0;0;A/S 2816;8,0500;;S
3;0;male;29;0;0;STON/O 2. 3101268;7,9250;;S
3;1;male;;0;0;2677;7,2292;;C
3;0;female;30,5;0;0;364850;7,7500;;Q
3;1;female;;0;0;36866;7,7375;;Q
3;0;male;;0;0;2655;7,2292;F E46;C
3;0;male;35;0;0;349213;7,8958;;C
3;0;male;33;0;0;349257;7,8958;;S
3;1;female;;0;0;2649;7,2250;;C
3;0;male;;0;0;349255;7,8958;;C
3;1;female;;0;0;383123;7,7500;;Q
3;1;male;;0;0;367228;7,7500;;Q
3;1;female;;2;0;367226;23,2500;;Q
3;1;female;;2;0;367226;23,2500;;Q
3;1;male;;2;0;367226;23,2500;;Q
3;1;female;;0;0;330932;7,7875;;Q
3;0;male;;0;0;36568;15,5000;;Q
3;1;female;;0;0;330931;7,8792;;Q
3;1;female;15;0;0;330923;8,0292;;Q
3;0;female;35;0;0;9232;7,7500;;Q
3;0;male;;0;0;370372;7,7500;;Q
3;0;male;24;1;0;376566;16,1000;;S
3;0;female;19;1;0;376566;16,1000;;S
3;0;female;;0;0;370368;7,7500;;Q
3;0;female;;0;0;SOTON/O.Q. 392087;8,0500;;S
3;0;female;;0;0;343095;8,0500;;S
3;0;male;55,5;0;0;A.5. 11206;8,0500;;S
3;0;male;;0;0;368703;7,7500;;Q
3;1;male;21;0;0;345501;7,7750;;S
3;0;male;;0;0;359306;8,0500;;S
3;0;male;24;0;0;349233;7,8958;;S
3;0;male;21;0;0;349211;7,8958;;S
3;0;male;28;0;0;349207;7,8958;;S
3;0;male;;0;0;349221;7,8958;;S
3;1;female;;0;0;330980;7,8792;;Q
3;0;male;25;0;0;348123;7,6500;F G73;S
3;1;male;6;0;1;392096;12,4750;E121;S
3;1;female;27;0;1;392096;12,4750;E121;S
3;0;male;;0;0;A4. 54510;8,0500;;S
3;1;female;;1;0;371110;24,1500;;Q
3;0;male;;1;0;371110;24,1500;;Q
3;0;male;;0;0;330877;8,4583;;Q
3;0;male;34;0;0;364506;8,0500;;S
3;0;male;;0;0;372622;7,7500;;Q
3;1;male;;0;0;312991;7,7750;;S
3;1;male;;1;1;2661;15,2458;;C
3;1;male;;1;1;2661;15,2458;;C
3;1;female;;0;2;2661;15,2458;;C
3;1;female;;0;0;2626;7,2292;;C
3;0;male;;0;0;374746;8,0500;;S
3;1;female;;0;0;35852;7,7333;;Q
3;1;female;24;0;0;382653;7,7500;;Q
3;0;male;;0;0;A./5. 3235;8,0500;;S
3;1;female;;1;0;367230;15,5000;;Q
3;1;female;;1;0;367230;15,5000;;Q
3;1;female;;0;0;36568;15,5000;;Q
3;0;male;18;0;0;347078;7,7500;;S
3;0;male;22;0;0;349206;7,8958;;S
3;1;female;15;0;0;2667;7,2250;;C
3;1;female;1;0;2;2653;15,7417;;C
3;1;male;20;1;1;2653;15,7417;;C
3;1;female;19;1;1;2653;15,7417;;C
3;0;male;33;0;0;A./5. 3338;8,0500;;S
3;0;male;;0;0;349218;7,8958;;S
3;0;male;;0;0;2652;7,2292;;C
3;0;female;;0;0;365237;7,7500;;Q
3;0;male;;0;0;349234;7,8958;;S
3;1;male;12;1;0;2651;11,2417;;C
3;1;female;14;1;0;2651;11,2417;;C
3;0;female;29;0;0;3101297;7,9250;;S
3;0;male;28;0;0;363611;8,0500;;S
3;1;female;18;0;0;347066;7,7750;;S
3;1;female;26;0;0;347470;7,8542;;S
3;0;male;21;0;0;350410;7,8542;;S
3;0;male;41;0;0;SOTON/O2 3101272;7,1250;;S
3;1;male;39;0;0;STON/O 2. 3101289;7,9250;;S
3;0;male;21;0;0;A/4. 39886;7,8000;;S
3;0;male;28,5;0;0;2697;7,2292;;C
3;1;female;22;0;0;347081;7,7500;;S
3;0;male;61;0;0;345364;6,2375;;S
3;0;male;;1;0;370365;15,5000;;Q
3;0;male;;0;0;330979;7,8292;;Q
3;1;female;;1;0;370365;15,5000;;Q
3;0;male;;0;0;334912;7,7333;;Q
3;0;male;;0;0;371060;7,7500;;Q
3;0;male;;0;0;366713;7,7500;;Q
3;0;male;23;0;0;7267;9,2250;;S
3;0;female;;0;0;364856;7,7500;;Q
3;1;female;;0;0;14311;7,7500;;Q
3;1;female;;0;0;330959;7,8792;;Q
3;1;female;22;0;0;347085;7,7750;;S
3;1;male;;0;0;368402;7,7500;;Q
3;1;female;;0;0;330919;7,8292;;Q
3;1;male;9;0;1;C 17368;3,1708;;S
3;0;male;28;0;0;C 4001;22,5250;;S
3;0;male;42;0;1;4579;8,4042;;S
3;0;male;;0;0;Fa 265302;7,3125;;S
3;0;female;31;0;0;350407;7,8542;;S
3;0;male;28;0;0;347464;7,8542;;S
3;1;male;32;0;0;347079;7,7750;;S
3;0;male;20;0;0;6563;9,2250;;S
3;0;female;23;0;0;315085;8,6625;;S
3;0;female;20;0;0;315096;8,6625;;S
3;0;male;20;0;0;315094;8,6625;;S
3;0;male;16;0;0;7534;9,2167;;S
3;1;female;31;0;0;349244;8,6833;;S
3;0;female;;0;0;330909;7,6292;;Q
3;0;male;2;3;1;349909;21,0750;;S
3;0;male;6;3;1;349909;21,0750;;S
3;0;female;3;3;1;349909;21,0750;;S
3;0;female;8;3;1;349909;21,0750;;S
3;0;female;29;0;4;349909;21,0750;;S
3;0;male;1;4;1;3101295;39,6875;;S
3;0;male;7;4;1;3101295;39,6875;;S
3;0;male;2;4;1;3101295;39,6875;;S
3;0;male;16;4;1;3101295;39,6875;;S
3;0;male;14;4;1;3101295;39,6875;;S
3;0;female;41;0;5;3101295;39,6875;;S
3;0;male;21;0;0;315097;8,6625;;S
3;0;male;19;0;0;358585;14,5000;;S
3;0;male;;0;0;3411;8,7125;;C
3;0;male;32;0;0;349242;7,8958;;S
3;0;male;0,75;1;1;SOTON/O.Q. 3101315;13,7750;;S
3;0;female;3;1;1;SOTON/O.Q. 3101315;13,7750;;S
3;0;female;26;0;2;SOTON/O.Q. 3101315;13,7750;;S
3;0;male;;0;0;343271;7,0000;;S
3;0;male;;0;0;345498;7,7750;;S
3;0;male;;0;0;A/5 2817;8,0500;;S
3;0;male;21;0;0;STON/O 2. 3101294;7,9250;;S
3;0;male;25;0;0;STON/O 2. 3101291;7,9250;;S
3;0;male;22;0;0;A/5 21174;7,2500;;S
3;1;male;25;1;0;347083;7,7750;;S
3;1;male;;1;1;2668;22,3583;;C
3;1;female;;1;1;2668;22,3583;F E69;C
3;1;female;;0;2;2668;22,3583;;C
